Original_Dialect,MSA_conversion
بس كذب ماحد يريد اقرار قانون انتخابي يعيد للشريك المسيحي قراره بها البلد ما استولوا عليه زورا في الطائف لن يردوه لنا هيك,لكن لا أحد يريد إقرار قانون انتخابي يعيد للشريك المسيحي قراره في هذا البلد. لم يستولوا عليه زورًا في الطائف، ولن يعيدوه لنا هكذا.
معقول ضرب المرا ومقتنع انو هوي الرجال هيدا اكيد مريض مش مسموح الجهل هالقد يا عيب الشوم عالرجال,هل من المعقول أن يضرب الرجل زوجته وهو مقتنع بأنه رجل؟ هذا الشخص مريض بالتأكيد. الجهل غير مسموح به، يا عيب الشوم على الرجال!
خبر انو بدن يمشو سكه التران لانو السيارات صارت موضه قديمه,هناك خبر عن إعادة تشغيل سكة الحديد لأن السيارات أصبحت موضة قديمة.
هه احلا اشي هشام كل الرقص والهز اخر شي بقول ما بعرف ادبك,"هههه، أجمل شيء هو هشام. كل الرقص والهز، وفي النهاية يقول ""لا أعرف، أدبك""."
بالله شو كنتي عم تحسي و انت عم تغني بال ستوديو,بالله عليك، ماذا كنت تشعرين به وأنت تغنين في الاستوديو؟
برأي بكفي يحكي عن الخبريه التكرار بالهضامه بصير ملل,برأيي، يكفي حديثًا عن الخبرية. التكرار في اللطافة يصبح مملًا.
شعب بغرد على هشتاغ و هني عم بيحضرو و بينقلو على هيدا حكي بوقت البريك,الشعب يغرد على هاشتاج، وهم يحضرون وينقلون عن هذا الحديث في وقت الاستراحة.
الجمهوريه وضع عدوان كل ا من باسيل وكنعان في جو اتصالاته مع ومع علي حسن خليل,الجمهورية: وضع عدوان كل من باسيل وكنعان في جو اتصالاته مع علي حسن خليل.
ديمستورا الجوله السادسه من المحادثات السوريه في جنيف ستعقد بين مايو الحالي,دي ميستورا: الجولة السادسة من المحادثات السورية في جنيف ستعقد بين مايو الحالي.
دخيل لي خلئك هيك ما تعلمي الناس غلط بليز,يا إلهي، لا تعلمي الناس الخطأ، من فضلك!
سيرج ولا اهضم من هيك جمال وهضامه وبراءه يقبرني الله اذا هوي وصغير هيك,سيرج، لا يوجد أجمل من هذا الجمال واللطافة والبراءة. الله يقبرني إذا كان هو صغيرًا هكذا.
وانا من جمهور وحقي اعترض ع سياده فخامه الرئيس عادل كرم بطالب بزياده وقت لحبيبه الجماهير اديل جمال الدين,أنا من جمهورك، ومن حقي أن أعترض على سيادة فخامة الرئيس عادل كرم. أطالب بزيادة وقت حبيبة الجماهير، أديل جمال الدين.
شي خبر عنهم يفرح قلب اهاليهم,هل هناك أي خبر عنهم يفرح قلوب أهاليهم؟
يحرم غيرو من المواطنه الكامله,يحرم غيره من المواطنة الكاملة.
ابراهيم كنعان لازم يكون في تمييز بين النائب والعم يشتغل والنائب المش عميشتغل,ابراهيم كنعان يجب أن يكون هناك تمييز بين النائب الذي يعمل والنائب الذي لا يعمل.
ونحن بعدنا منركض كرمال الزعيم يرتاح,ونحن ما زلنا نركض من أجل راحة الزعيم.
مش جديده عليك هالشغلات ولهيك بحبك مع اني ماكنير بسمع اغاني بس انسانيتك وتتواضعك سابقتك دايما وبرافو لعادل,هذا ليس جديدًا عليك، ولهذا أحبك. على الرغم من أنني لا أستمع عادة إلى الأغاني، إلا أن إنسانيتك وتواضعك يسبقانك دائمًا. برافو لعادل!
ما بفهم ليش بيار كتير بحب يبخع ايلي مع انو اهضم شي وبضل يفخم بمن مرتي وجر مع انو ابيخ شي,لا أفهم لماذا يحب بيار أن يتباهى بإيلي، على الرغم من أنه أكثر شيء مضحك، ويستمر في التفاخر بزوجتي وجر. إنه أكثر شيء ممل!
انو يوجعلنا راسنا بسطلناتو,أن يوجعوا رؤوسنا بثرثرتهم.
بمحاربه مشاريع وزراء تكتل التغيير والاصلاح,في محاربة مشاريع وزراء تكتل التغيير والإصلاح.
ال ا بدوله سي ده حر ه ومستقله اذا غير هيك محل و مش بلبنان,إذا لم تكن الدولة حرة ومستقلة، فهي ليست في لبنان.
جوزيف عطيه احلى طله,جوزيف عطية، أجمل ظهور.
ايا منطق عم تحكي عنه الوحده لجوزها ما بتعمل وكاله بهالايام بغض النظر عن انه هو مبين مش طبيعي ومش واعي,أي منطق تتحدث عنه؟ أن تصبح الزوجة وكيلة زوجها في هذه الأيام أمر غير مقبول، بغض النظر عن أنه يبدو غير طبيعي وغير واعٍ.
هول شو الزبط تاعن او شو بيزبط معن,هول، ما هو بالضبط عملهم أو ما الذي يصلحونه؟
اي اهما شي نضارتو,نعم، أهم شيء هي نظارته.
سقوط مملكه الارهاب ال سعود,سقوط مملكة الإرهاب آل سعود.
الحمار بيوقع بالجوره مره بدكن السعب اللبناني يصدق انو البواخر جايي تولد كهربا اذا بدكن بتولد ذهب لباسيل ايه بس كهربا,الحمار يقع في الحفرة مرة واحدة، لكنكم تريدون من الشعب اللبناني أن يصدق أن البواخر ستأتي لتولد الكهرباء. إذا أردتم، فلتولد ذهبًا لباسيل، لكن ليس كهرباء.
خبر اسقاط طائره اسرائيليه فوق وانشالله رح نسمعه قريبا,خبر عن إسقاط طائرة إسرائيلية فوق ... ونتمنى أن نسمعه قريبًا.
انت اسد الشاشه يا هشام والمهم الهضامه وليس الشكل واحلا من عمر الزيان بكتتيير وهيفا منها مهضومه,أنت أسد الشاشة يا هشام. المهم هي اللطافة وليس الشكل. أنت أجمل من عمر الزيان بكثير، وهيفا أكثر لطافة.
وما في اجمل من اللبناني وحكيه,وما أجمل من اللبناني وكلامه!
وشكرا لاستقبال حبيبه جده لين دمج,شكرًا لاستقبال حبيبة جدها لين دمج.
عم حلفك بالغصن يا عصفور هه,أقسمك بالغصن يا عصفور!
او ي نبذ و ي حكم عليه بالخيانه العظمه,أو أن يُنبذ ويُحكم عليه بالخيانة العظمى.
هيدا هوي السناب تاعي,هذا هو حسابي على سناب شات.
اياكم ان تعطوا صوتكم لمن تنكر لحقكم و غير هيك,احذروا أن تعطوا صوتكم لمن تنكر لحقكم.
ما عاد في زلم حتى يطلع يحكي قزم الصين زبران و ينظر بالسياسه و يفصل قوانين انتخاب على مقاسه هو و تياره,لم يعد هناك رجال حتى يخرج ويتحدث عن قصر قامة الصين زبران وينظّر في السياسة ويضع قوانين انتخابية تناسبه هو وتياره.
اليوم كلام تاني غير يلي سمعتو,اليوم، هناك كلام آخر غير الذي سمعتموه.
حيط بجيبو و حيط بحط و,حائط سيأتي به وحائط سيضعه.
يخرق سياده لبنان بعهد فخامه الرئيس القائد العماد ميشال عون,ينتهك سيادة لبنان في عهد فخامة الرئيس القائد العماد ميشال عون.
علقانين ببلد منحب بس مش طيئنو,نحن متعلقون ببلد نحبها، لكننا لا نطيقه.
انك وحيد رغم ان الكل جنبك,أن تكون وحيدًا على الرغم من أن الجميع حولك.
